"grupo","especie","familia","ordem","categoria","lista_anterior"
"Fauna","Charinus acaraje","Charinidae","Amblypygi","VU","nao"
"Fauna","Charinus asturius","Charinidae","Amblypygi","EN","nao"
"Fauna","Charinus caatingae","Charinidae","Amblypygi","CR","nao"
"Fauna","Charinus eleonorae","Charinidae","Amblypygi","EN","nao"
"Fauna","Charinus ferreus","Charinidae","Amblypygi","CR","nao"
"Fauna","Charinus potiguar","Charinidae","Amblypygi","VU","nao"
"Fauna","Charinus spelaeus","Charinidae","Amblypygi","VU","nao"
"Fauna","Charinus taboa","Charinidae","Amblypygi","CR","nao"
"Fauna","Charinus troglobius","Charinidae","Amblypygi","EN","nao"
"Fauna","Carajas paraua","Caponiidae","Araneae","EN","nao"
"Fauna","Tisentnops onix","Caponiidae","Araneae","CR","nao"
"Fauna","Ianduba paubrasil","Corinnidae","Araneae","EN","nao"
"Fauna","Celaetycheus mungunza","Ctenidae","Araneae","CR","nao"
"Fauna","Isoctenus corymbus","Ctenidae","Araneae","CR","nao"
"Fauna","Harmonicon cerberus","Dipluridae","Araneae","CR","nao"
"Fauna","Drymusa spelunca","Drymusidae","Araneae","CR","nao"
"Fauna","Brasilomma enigmatica","Gnaphosidae","Araneae","EN","nao"
"Fauna","Tricongius ybyguara","Gnaphosidae","Araneae","VU","nao"
"Fauna","Ochyrocera ibitipoca","Ochyroceratidae","Araneae","EN","nao"
"Fauna","Speocera eleonorae","Ochyroceratidae","Araneae","EN","nao"
"Fauna","Metagonia diamantina","Pholcidae","Araneae","CR","nao"
"Fauna","Metagonia potiguar","Pholcidae","Araneae","CR","nao"
"Fauna","Matagaia chromatopus","Salticidae","Araneae","VU","nao"
"Fauna","Neonella noronha","Salticidae","Araneae","VU","nao"
"Fauna","Ariadna aurea","Segestriidae","Araneae","VU","nao"
"Fauna","Loxosceles troglobia","Sicariidae","Araneae","VU","nao"
"Fauna","Dolichothele diamantinensis","Theraphosidae","Araneae","EN","nao"
"Fauna","Pterinopelma sazimai","Theraphosidae","Araneae","VU","nao"
"Fauna","Tmesiphantes hypogeus","Theraphosidae","Araneae","CR","nao"
"Fauna","Typhochlaena curumim","Theraphosidae","Araneae","CR","nao"
"Fauna","Typhochlaena seladonia","Theraphosidae","Araneae","EN","nao"
"Fauna","Ybyrapora diversipes","Theraphosidae","Araneae","EN","nao"
"Fauna","Ybyrapora gamba","Theraphosidae","Araneae","CR","nao"
"Fauna","Litoblatta camargoi","Blattellidae","Blattodea","EN","nao"
"Fauna","Pomacea sordida","Ampullariidae","Caenogastropoda","EN","nao"
"Fauna","Potamolithus karsticus","Hydrobiidae","Caenogastropoda","CR","nao"
"Fauna","Coarazuphium amazonicus","Carabidae","Coleoptera","CR","nao"
"Fauna","Coarazuphium caatinga","Carabidae","Coleoptera","EN","nao"
"Fauna","Coarazuphium cessaima","Carabidae","Coleoptera","EN","nao"
"Fauna","Coarazuphium formoso","Carabidae","Coleoptera","CR","nao"
"Fauna","Coarazuphium pains","Carabidae","Coleoptera","EN","nao"
"Fauna","Coarazuphium ricardoi","Carabidae","Coleoptera","CR","nao"
"Fauna","Coarazuphium spinifemur","Carabidae","Coleoptera","CR","nao"
"Fauna","Coarazuphium tapiaguassu","Carabidae","Coleoptera","EN","nao"
"Fauna","Coarazuphium tessai","Carabidae","Coleoptera","CR","nao"
"Fauna","Schizogenius ocellatus","Carabidae","Coleoptera","EN","nao"
"Fauna","Ceracis cassumbensis","Ciidae","Coleoptera","EN","nao"
"Fauna","Amydetes bellorum","Lampyridae","Coleoptera","EN","nao"
"Fauna","Altitatiayus campoi","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus dulceae","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus godinhorum","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus koikei","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus rotundatus","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus ruficollis","Lucanidae","Coleoptera","VU","nao"
"Fauna","Altitatiayus trifurcatus","Lucanidae","Coleoptera","VU","nao"
"Fauna","Cartagonum apiuba","Lycidae","Coleoptera","CR","nao"
"Fauna","Lycomorphon brasiliense","Lycidae","Coleoptera","CR","nao"
"Fauna","Ateuchus squalidus","Scarabaeidae","Coleoptera","VU","nao"
"Fauna","Canthon corpulentus","Scarabaeidae","Coleoptera","VU","nao"
"Fauna","Canthon quadripunctatus","Scarabaeidae","Coleoptera","VU","nao"
"Fauna","Dichotomius eucranioides","Scarabaeidae","Coleoptera","EN","nao"
"Fauna","Dichotomius mysticus","Scarabaeidae","Coleoptera","EN","nao"
"Fauna","Dichotomius schiffleri","Scarabaeidae","Coleoptera","EN","nao"
"Fauna","Pedaridium hirsutum","Scarabaeidae","Coleoptera","VU","nao"
"Fauna","Metopiellus painensis","Staphylinidae","Coleoptera","EN","nao"
"Fauna","Hypocephalus armatus","Vesperidae","Coleoptera","VU","nao"
"Fauna","Arrhopalites amorimi","Arrhopalitidae","Collembola","VU","nao"
"Fauna","Arrhopalites glabrofasciatus","Arrhopalitidae","Collembola","EN","nao"
"Fauna","Pseudosinella ambigua","Entomobryidae","Collembola","VU","nao"
"Fauna","Pseudosinella guanhaensis","Entomobryidae","Collembola","CR","nao"
"Fauna","Archisotoma arariboia","Isotomidae","Collembola","CR","nao"
"Fauna","Troglobius brasiliensis","Paronellidae","Collembola","CR","nao"
"Fauna","Troglobius ferroicus","Paronellidae","Collembola","CR","nao"
"Fauna","Trogolaphysa aelleni","Paronellidae","Collembola","CR","nao"
"Fauna","Pararrhopalites papaveroi","Sminthuridae","Collembola","EN","nao"
"Fauna","Pararrhopalites sideroicus","Sminthuridae","Collembola","CR","nao"
"Fauna","Pararrhopalites ubiquum","Sminthuridae","Collembola","VU","nao"
"Fauna","Pararrhopalites wallacei","Sminthuridae","Collembola","CR","nao"
"Fauna","Oncinocampa trajanoae","Campodeidae","Diplura","CR","nao"
"Fauna","Seira arenicola","Entomobryidae","Entomobryomorpha","EN","nao"
"Fauna","Seira mataraquensis","Entomobryidae","Entomobryomorpha","EN","nao"
"Fauna","Seira musarum","Entomobryidae","Entomobryomorpha","VU","nao"
"Fauna","Seira pseudoannulata","Entomobryidae","Entomobryomorpha","EN","nao"
"Fauna","Archisotoma catiae","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Arlea arenicola","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Arlea psammophila","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Isotomiella uai","Isotomidae","Entomobryomorpha","VU","nao"
"Fauna","Isotomodes cariocus","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Isotomurus riparius","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Paracerura gandarela","Isotomidae","Entomobryomorpha","VU","nao"
"Fauna","Psammisotoma restingae","Isotomidae","Entomobryomorpha","CR","nao"
"Fauna","Epiperipatus adenocryptus","Peripatidae","Euonychophora","CR","nao"
"Fauna","Epiperipatus diadenoproctus","Peripatidae","Euonychophora","VU","nao"
"Fauna","Epiperipatus ohausi","Peripatidae","Euonychophora","EN","nao"
"Fauna","Epiperipatus paurognostus","Peripatidae","Euonychophora","CR","nao"
"Fauna","Glomeridesmus spelaeus","Glomerodesmidae","Glomeridesmida","EN","nao"
"Fauna","Phyllocaulis renschi","Veronicellidae","Gymnomorpha","CR","nao"
"Fauna","Fimoscolex sporadochaetus","Glossoscolecidae","Haplotaxida","EN","nao"
"Fauna","Ferricixius davidi","Cixiidae","Hemiptera","CR","nao"
"Fauna","Iuiuia caeca","Kinnaridae","Hemiptera","VU","nao"
"Fauna","Kinnapotiguara troglobia","Kinnaridae","Hemiptera","VU","nao"
"Fauna","Arhysosage cactorum","Andrenidae","Hymenoptera","VU","nao"
"Fauna","Melipona capixaba","Apidae","Hymenoptera","EN","nao"
"Fauna","Melipona rufiventris","Apidae","Hymenoptera","EN","nao"
"Fauna","Melipona scutellaris","Apidae","Hymenoptera","EN","nao"
"Fauna","Partamona littoralis","Apidae","Hymenoptera","EN","nao"
"Fauna","Atta robusta","Formicidae","Hymenoptera","VU","nao"
"Fauna","Brachymyrmex micromegas","Formicidae","Hymenoptera","VU","nao"
"Fauna","Diaphoromyrma sofiae","Formicidae","Hymenoptera","EN","nao"
"Fauna","Dinoponera lucida","Formicidae","Hymenoptera","EN","nao"
"Fauna","Fulakora cleae","Formicidae","Hymenoptera","CR","nao"
"Fauna","Gnamptogenys wilsoni","Formicidae","Hymenoptera","EN","nao"
"Fauna","Monomorium delabiei","Formicidae","Hymenoptera","VU","nao"
"Fauna","Mycetagroicus urbanus","Formicidae","Hymenoptera","CR","nao"
"Fauna","Mycetomoellerius atlanticus","Formicidae","Hymenoptera","VU","nao"
"Fauna","Mycetophylax simplex","Formicidae","Hymenoptera","VU","nao"
"Fauna","Rhopalothrix plaumanni","Formicidae","Hymenoptera","EN","nao"
"Fauna","Iansaoniscus georginae","Pudeoniscidae","Isopoda","CR","nao"
"Fauna","Iansaoniscus iraquara","Pudeoniscidae","Isopoda","CR","nao"
"Fauna","Amazoniscus leistikowi","Scleropactidae","Isopoda","CR","nao"
"Fauna","Circoniscus buckupi","Scleropactidae","Isopoda","CR","nao"
"Fauna","Circoniscus carajasensis","Scleropactidae","Isopoda","EN","nao"
"Fauna","Iuiuniscus iuiuensis","Styloniscidae","Isopoda","VU","nao"
"Fauna","Spelunconiscus castroi","Styloniscidae","Isopoda","CR","nao"
"Fauna","Xangoniscus aganju","Styloniscidae","Isopoda","EN","nao"
"Fauna","Xangoniscus itacarambiensis","Styloniscidae","Isopoda","CR","nao"
"Fauna","Xangoniscus odara","Styloniscidae","Isopoda","EN","nao"
"Fauna","Parapoynx restingalis","Crambidae","Lepidoptera","VU","nao"
"Fauna","Drephalys miersi","Hesperiidae","Lepidoptera","EN","nao"
"Fauna","Drephalys mourei","Hesperiidae","Lepidoptera","CR","nao"
"Fauna","Olafia roscius iphimedia","Hesperiidae","Lepidoptera","VU","nao"
"Fauna","Parelbella polyzona","Hesperiidae","Lepidoptera","EN","nao"
"Fauna","Pseudocroniades machaon seabrai","Hesperiidae","Lepidoptera","CR","nao"
"Fauna","Turmosa camposa","Hesperiidae","Lepidoptera","EN","nao"
"Fauna","Zonia zonia diabo","Hesperiidae","Lepidoptera","EN","nao"
"Fauna","Arawacus aethesa","Lycaenidae","Lepidoptera","EN","nao"
"Fauna","Magnastigma julia","Lycaenidae","Lepidoptera","EN","nao"
"Fauna","Strymon ohausi","Lycaenidae","Lepidoptera","EN","nao"
"Fauna","Actinote quadra","Nymphalidae","Lepidoptera","VU","nao"
"Fauna","Actinote zikani","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Adelpha atlantica","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Dasyophthalma geraensis","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Dasyophthalma rusina delanira","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Dasyophthalma vertebralis","Nymphalidae","Lepidoptera","CR (PEX)","nao"
"Fauna","Doxocopa zalmunna","Nymphalidae","Lepidoptera","CR (PEX)","nao"
"Fauna","Episcada vitrea","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Eresia erysice erysice","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Euptychia boulleti","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Forsterinaria itatiaia","Nymphalidae","Lepidoptera","VU","nao"
"Fauna","Hamadryas velutina browni","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Heliconius nattereri","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Hyalyris fiammetta","Nymphalidae","Lepidoptera","CR (PEX)","nao"
"Fauna","Mcclungia cymo fallens","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Melinaea mnasias thera","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Morpho epistrophus nikolajewna","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Morpho menelaus eberti","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Napeogenes rhezia rhezia","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Orobrassolis ornamentalis","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Pampasatyrus glaucope boenninghauseni","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Pampasatyrus glaucope eberti","Nymphalidae","Lepidoptera","VU","nao"
"Fauna","Pampasatyrus glaucope glaucope","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Pampasatyrus gyrtone","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Pampasatyrus reticulata gagarini","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Paulogramma hydarnis","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Polygrapha suprema","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Praepedaliodes sequeirae","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Prepona deiphile","Nymphalidae","Lepidoptera","VU","nao"
"Fauna","Scada karschina delicata","Nymphalidae","Lepidoptera","CR","nao"
"Fauna","Tithorea harmonia caissara","Nymphalidae","Lepidoptera","VU","nao"
"Fauna","Yphthimoides iserhardi","Nymphalidae","Lepidoptera","EN","nao"
"Fauna","Heraclides himeros baia","Papilionidae","Lepidoptera","EN","nao"
"Fauna","Heraclides himeros himeros","Papilionidae","Lepidoptera","EN","nao"
"Fauna","Mimoides lysithous harrisianus","Papilionidae","Lepidoptera","CR","nao"
"Fauna","Mimoides lysithous sebastianus","Papilionidae","Lepidoptera","VU","nao"
"Fauna","Parides ascanius","Papilionidae","Lepidoptera","EN","nao"
"Fauna","Parides bunichus chamissonia","Papilionidae","Lepidoptera","CR","nao"
"Fauna","Parides burchellanus","Papilionidae","Lepidoptera","CR","nao"
"Fauna","Parides klagesi","Papilionidae","Lepidoptera","CR","nao"
"Fauna","Parides panthonus castilhoi","Papilionidae","Lepidoptera","CR","nao"
"Fauna","Parides tros danunciae","Papilionidae","Lepidoptera","EN","nao"
"Fauna","Charonias theano","Pieridae","Lepidoptera","EN","nao"
"Fauna","Cunizza hirlanda fulvinota","Pieridae","Lepidoptera","VU","nao"
"Fauna","Cunizza hirlanda planasia","Pieridae","Lepidoptera","VU","nao"
"Fauna","Glennia pylotis","Pieridae","Lepidoptera","EN","nao"
"Fauna","Moschoneura pinthous methymna","Pieridae","Lepidoptera","VU","nao"
"Fauna","Perrhybris pamela flava","Pieridae","Lepidoptera","EN","nao"
"Fauna","Joiceya praeclarus","Riodinidae","Lepidoptera","CR","nao"
"Fauna","Panara ovifera","Riodinidae","Lepidoptera","VU","nao"
"Fauna","Petrocerus catiena","Riodinidae","Lepidoptera","EN","nao"
"Fauna","Rhetus belphegor","Riodinidae","Lepidoptera","CR","nao"
"Fauna","Voltinia sanarita","Riodinidae","Lepidoptera","EN","nao"
"Fauna","Dirphia monticola","Saturniidae","Lepidoptera","VU","nao"
"Fauna","Nyceryx mielkei","Sphingidae","Lepidoptera","CR","nao"
"Fauna","Spinopilar moria","Cryptogeobiidae","Opiliones","CR","nao"
"Fauna","Spaeleoleptes spaeleus","Escadabiidae","Opiliones","EN","nao"
"Fauna","Gonycranaus pluto","Gerdesiidae","Opiliones","VU","nao"
"Fauna","Discocyrtus pedrosoi","Gonyleptidae","Opiliones","VU","nao"
"Fauna","Eusarcus elinae","Gonyleptidae","Opiliones","EN","nao"
"Fauna","Giupponia chagasi","Gonyleptidae","Opiliones","EN","nao"
"Fauna","Iandumoema setimapocu","Gonyleptidae","Opiliones","VU","nao"
"Fauna","Iandumoema smeagol","Gonyleptidae","Opiliones","EN","nao"
"Fauna","Iandumoema uai","Gonyleptidae","Opiliones","CR","nao"
"Fauna","Pachylospeleus strinatii","Gonyleptidae","Opiliones","CR","nao"
"Fauna","Relictopiolus galadriel","Kimulidae","Opiliones","CR","nao"
"Fauna","Endecous apterus","Phalangopsidae","Orthoptera","EN","nao"
"Fauna","Endecous peruassuensis","Phalangopsidae","Orthoptera","EN","nao"
"Fauna","Eukoenenia cavatica","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Eukoenenia eywa","Eukoeneniidae","Palpigradi","EN","nao"
"Fauna","Eukoenenia jequitinhonha","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Eukoenenia maquinensis","Eukoeneniidae","Palpigradi","VU","nao"
"Fauna","Eukoenenia navi","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Eukoenenia neytiri","Eukoeneniidae","Palpigradi","EN","nao"
"Fauna","Eukoenenia potiguar","Eukoeneniidae","Palpigradi","VU","nao"
"Fauna","Eukoenenia sagarana","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Eukoenenia spelunca","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Eukoenenia virgemdalapa","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Leptokoenenia pelada","Eukoeneniidae","Palpigradi","CR","nao"
"Fauna","Leptokoenenia thalassophobica","Eukoeneniidae","Palpigradi","EN","nao"
"Fauna","Maricaella duna","Brachystomellidae","Poduromorpha","CR","nao"
"Fauna","Acherontides eleonorae","Hypogastruridae","Poduromorpha","VU","nao"
"Fauna","Aethiopella littoralis","Neanuridae","Poduromorpha","CR","nao"
"Fauna","Arlesia intermedia","Neanuridae","Poduromorpha","CR","nao"
"Fauna","Hyleanura mendoncae","Neanuridae","Poduromorpha","VU","nao"
"Fauna","Micranurida fluminensis","Neanuridae","Poduromorpha","CR","nao"
"Fauna","Agraphorura mariapetrae","Onychiuridae","Poduromorpha","CR","nao"
"Fauna","Mesaphorura maricaensis","Tullbergiidae","Poduromorpha","CR","nao"
"Fauna","Dioplosternus salvatrix","Chelodesmidae","Polydesmida","VU","nao"
"Fauna","Leodesmus yporangae","Chelodesmidae","Polydesmida","EN","nao"
"Fauna","Odontopeltis giganteus","Chelodesmidae","Polydesmida","VU","nao"
"Fauna","Sandalodesmus stramineus","Chelodesmidae","Polydesmida","VU","nao"
"Fauna","Peridontodesmella alba","Cryptodesmidae","Polydesmida","VU","nao"
"Fauna","Dobrodesmus mirabilis","Dobrodesmidae","Polydesmida","CR","nao"
"Fauna","Spelaeobochica allodentatus","Bochicidae","Pseudoscorpiones","EN","nao"
"Fauna","Spelaeobochica iuiu","Bochicidae","Pseudoscorpiones","EN","nao"
"Fauna","Spelaeobochica muchmorei","Bochicidae","Pseudoscorpiones","CR","nao"
"Fauna","Maxchernes iporangae","Chernetidae","Pseudoscorpiones","CR","nao"
"Fauna","Spelaeochernes gracilipalpus","Chernetidae","Pseudoscorpiones","EN","nao"
"Fauna","Pseudochthonius biseriatus","Chthoniidae","Pseudoscorpiones","EN","nao"
"Fauna","Ideoroncus cavicola","Ideoroncidae","Pseudoscorpiones","EN","nao"
"Fauna","Progarypus nigrimanus","Olpiidae","Pseudoscorpiones","CR","nao"
"Fauna","Thaumastus lundi","Bulimulidae","Pulmonata","CR","nao"
"Fauna","Lymnaea rupestris","Lymnaeidae","Pulmonata","VU","nao"
"Fauna","Macrodontes dautzenbergianus","Odontostomidae","Pulmonata","VU","nao"
"Fauna","Physa marmorata","Physidae","Pulmonata","VU","nao"
"Fauna","Plesiophysa dolichomastix","Planorbidae","Pulmonata","CR","nao"
"Fauna","Succinea lopesi","Succineidae","Pulmonata","EN","nao"
"Fauna","Rowlandius ubajara","Hubbardiidae","Schizomida","CR","nao"
"Fauna","Cryptops iporangensis","Cryptopidae","Scolopendromorpha","EN","nao"
"Fauna","Cryptops spelaeoraptor","Cryptopidae","Scolopendromorpha","CR","nao"
"Fauna","Scolopendropsis duplicata","Scolopendridae","Scolopendromorpha","CR","nao"
"Fauna","Newportia potiguar","Scolopocryptopidae","Scolopendromorpha","VU","nao"
"Fauna","Newportia spelaea","Scolopocryptopidae","Scolopendromorpha","CR","nao"
"Fauna","Scolopocryptops troglocaudatus","Scolopocryptopidae","Scolopendromorpha","EN","nao"
"Fauna","Ananteris infuscata","Buthidae","Scorpiones","EN","nao"
"Fauna","Troglorhopalurus translucidus","Buthidae","Scorpiones","EN","nao"
"Fauna","Hadrurochactas araripe","Chactidae","Scorpiones","CR","nao"
"Fauna","Hadrurochactas brejo","Chactidae","Scorpiones","CR","nao"
"Fauna","Pseudonannolene lundi","Pseudonannolenidae","Spirostreptida","CR","nao"
"Fauna","Pseudonannolene ambuatinga","Spirostreptidae","Spirostreptida","EN","nao"
"Fauna","Pseudonannolene imbirensis","Spirostreptidae","Spirostreptida","EN","nao"
"Fauna","Pseudonannolene spelaea","Spirostreptidae","Spirostreptida","CR","nao"
"Fauna","Pseudonannolene tocaiensis","Spirostreptidae","Spirostreptida","CR","nao"
"Fauna","Corvomeyenia epilithosa","Metaniidae","Spongillida","VU","nao"
"Fauna","Tomigerus gibberulus","Bulimulidae","Stylommatophora","EN","nao"
"Fauna","Megalobulimus cardosoi","Megalobulimidae","Stylommatophora","CR","nao"
"Fauna","Gonyostomus insularis","Strophocheilidae","Stylommatophora","EN","nao"
"Fauna","Arrhopalites alambariensis","Arrhopalitidae","Symphypleona","VU","nao"
"Fauna","Arrhopalites botuveraensis","Arrhopalitidae","Symphypleona","VU","nao"
"Fauna","Arrhopalites gnaspinii","Arrhopalitidae","Symphypleona","CR","nao"
"Fauna","Arrhopalites heteroculatus","Arrhopalitidae","Symphypleona","VU","nao"
"Fauna","Arrhopalites lawrencei","Arrhopalitidae","Symphypleona","VU","nao"
"Fauna","Arrhopalites paranaensis","Arrhopalitidae","Symphypleona","CR","nao"
"Fauna","Diplodon koseritzi","Hyriidae","Unionoida","EN","nao"
"Fauna","Mycetopoda legumen","Mycetopodidae","Unionoida","EN","nao"
"Fauna","Cubacubana spelaea","Nicoletiidae","Zygentoma","VU","nao"
"Fauna","Anomaloglossus apiau","Aromobatidae","Anura","EN","nao"
"Fauna","Anomaloglossus tepequem","Aromobatidae","Anura","CR (PEX)","nao"
"Fauna","Brachycephalus mirissimus","Brachycephalidae","Anura","VU","nao"
"Fauna","Brachycephalus pernix","Brachycephalidae","Anura","CR","nao"
"Fauna","Brachycephalus quiririensis","Brachycephalidae","Anura","EN","nao"
"Fauna","Ischnocnema epipeda","Brachycephalidae","Anura","CR (PEX)","nao"
"Fauna","Ischnocnema garciai","Brachycephalidae","Anura","CR","nao"
"Fauna","Ischnocnema karst","Brachycephalidae","Anura","VU","nao"
"Fauna","Ischnocnema manezinho","Brachycephalidae","Anura","EN","nao"
"Fauna","Melanophryniscus admirabilis","Bufonidae","Anura","CR","nao"
"Fauna","Melanophryniscus biancae","Bufonidae","Anura","EN","nao"
"Fauna","Melanophryniscus cambaraensis","Bufonidae","Anura","EN","nao"
"Fauna","Melanophryniscus dorsalis","Bufonidae","Anura","VU","nao"
"Fauna","Melanophryniscus klappenbachi","Bufonidae","Anura","VU","nao"
"Fauna","Melanophryniscus macrogranulosus","Bufonidae","Anura","EN","nao"
"Fauna","Melanophryniscus montevidensis","Bufonidae","Anura","VU","nao"
"Fauna","Melanophryniscus setiba","Bufonidae","Anura","VU","nao"
"Fauna","Rhinella casconi","Bufonidae","Anura","CR","nao"
"Fauna","Ceratophrys ornata","Ceratophryidae","Anura","CR (PEX)","nao"
"Fauna","Cycloramphus diringshofeni","Cycloramphidae","Anura","CR","nao"
"Fauna","Cycloramphus faustoi","Cycloramphidae","Anura","VU","nao"
"Fauna","Cycloramphus stejnegeri","Cycloramphidae","Anura","CR (PEX)","nao"
"Fauna","Thoropa lutzi","Cycloramphidae","Anura","CR (PEX)","nao"
"Fauna","Thoropa petropolitana","Cycloramphidae","Anura","CR (PEX)","nao"
"Fauna","Adelophryne maranguapensis","Eleutherodactylidae","Anura","CR","nao"
"Fauna","Boana buriti","Hylidae","Anura","VU","nao"
"Fauna","Bokermannohyla napolii","Hylidae","Anura","VU","nao"
"Fauna","Bokermannohyla vulcaniae","Hylidae","Anura","EN","nao"
"Fauna","Nyctimantis pomba","Hylidae","Anura","CR","nao"
"Fauna","Scinax alcatraz","Hylidae","Anura","VU","nao"
"Fauna","Scinax faivovichi","Hylidae","Anura","VU","nao"
"Fauna","Scinax muriciensis","Hylidae","Anura","CR","nao"
"Fauna","Scinax peixotoi","Hylidae","Anura","CR (PEX)","nao"
"Fauna","Scinax pinimus","Hylidae","Anura","VU","nao"
"Fauna","Sphaenorhynchus bromelicola","Hylidae","Anura","EN","nao"
"Fauna","Sphaenorhynchus cammaeus","Hylidae","Anura","CR","nao"
"Fauna","Sphaenorhynchus canga","Hylidae","Anura","CR","nao"
"Fauna","Xenohyla truncata","Hylidae","Anura","VU","nao"
"Fauna","Crossodactylus boulengeri","Hylodidae","Anura","CR (PEX)","nao"
"Fauna","Crossodactylus dantei","Hylodidae","Anura","CR","nao"
"Fauna","Crossodactylus dispar","Hylodidae","Anura","CR (PEX)","nao"
"Fauna","Crossodactylus franciscanus","Hylodidae","Anura","CR (PEX)","nao"
"Fauna","Hylodes glaber","Hylodidae","Anura","CR (PEX)","nao"
"Fauna","Hylodes magalhaesi","Hylodidae","Anura","VU","nao"
"Fauna","Hylodes mertensi","Hylodidae","Anura","CR","nao"
"Fauna","Hylodes sazimai","Hylodidae","Anura","EN","nao"
"Fauna","Crossodactylodes itambe","Leptodactylidae","Anura","CR","nao"
"Fauna","Crossodactylodes izecksohni","Leptodactylidae","Anura","EN","nao"
"Fauna","Paratelmatobius lutzii","Leptodactylidae","Anura","CR (PEX)","nao"
"Fauna","Physalaemus soaresi","Leptodactylidae","Anura","CR","nao"
"Fauna","Chiasmocleis alagoana","Microhylidae","Anura","VU","nao"
"Fauna","Proceratophrys ararype","Odontophrynidae","Anura","CR","nao"
"Fauna","Proceratophrys palustris","Odontophrynidae","Anura","CR","nao"
"Fauna","Proceratophrys sanctaritae","Odontophrynidae","Anura","CR","nao"
"Fauna","Phrynomedusa marginata","Phyllomedusidae","Anura","CR (PEX)","nao"
"Fauna","Phrynomedusa vanzolinii","Phyllomedusidae","Anura","CR (PEX)","nao"
"Fauna","Pithecopus rusticus","Phyllomedusidae","Anura","CR","nao"
"Fauna","Euparkerella robusta","Strabomantidae","Anura","CR","nao"
"Fauna","Holoaden bradei","Strabomantidae","Anura","CR (PEX)","nao"
"Fauna","Amphisbaena arda","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Amphisbaena frontalis","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Amphisbaena nigricauda","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Amphisbaena supernumeraria","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Amphisbaena uroxena","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Leposternon kisteumacheri","Amphisbaenidae","Squamata","VU","nao"
"Fauna","Leposternon octostegum","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Leposternon scutigerum","Amphisbaenidae","Squamata","EN","nao"
"Fauna","Corallus cropanii","Boidae","Squamata","VU","nao"
"Fauna","Dactyloa nasofrontalis","Dactyloidae","Squamata","VU","nao"
"Fauna","Dactyloa pseudotigrina","Dactyloidae","Squamata","VU","nao"
"Fauna","Apostolepis arenaria","Dipsadidae","Squamata","EN","nao"
"Fauna","Apostolepis gaboi","Dipsadidae","Squamata","EN","nao"
"Fauna","Apostolepis quirogai","Dipsadidae","Squamata","EN","nao"
"Fauna","Apostolepis striata","Dipsadidae","Squamata","EN","nao"
"Fauna","Atractus caete","Dipsadidae","Squamata","EN","nao"
"Fauna","Atractus ronnie","Dipsadidae","Squamata","EN","nao"
"Fauna","Atractus thalesdelemai","Dipsadidae","Squamata","EN","nao"
"Fauna","Calamodontophis ronaldoi","Dipsadidae","Squamata","EN","nao"
"Fauna","Ditaxodon taeniatus","Dipsadidae","Squamata","VU","nao"
