"componente","grupo","familia","ordem","especie","categoria_portaria148","lista_anterior"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus acaraje","VU","sim"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus asturius","EN","sim"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus caatingae","CR","nao"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus eleonorae","EN","sim"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus ferreus","CR","nao"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus potiguar","VU","sim"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus spelaeus","VU","nao"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus taboa","CR","nao"
"Fauna","Invertebrados terrestres","Charinidae","Amblypygi","Charinus troglobius","EN","sim"
"Fauna","Invertebrados terrestres","Caponiidae","Araneae","Carajas paraua","EN","nao"
"Fauna","Invertebrados terrestres","Caponiidae","Araneae","Tisentnops onix","CR","nao"
"Fauna","Invertebrados terrestres","Corinnidae","Araneae","Ianduba paubrasil","EN","sim"
"Fauna","Invertebrados terrestres","Ctenidae","Araneae","Celaetycheus mungunza","CR","sim"
"Fauna","Invertebrados terrestres","Ctenidae","Araneae","Isoctenus corymbus","CR","sim"
"Fauna","Invertebrados terrestres","Dipluridae","Araneae","Harmonicon cerberus","CR","sim"
"Fauna","Invertebrados terrestres","Drymusidae","Araneae","Drymusa spelunca","CR","sim"
"Fauna","Invertebrados terrestres","Gnaphosidae","Araneae","Brasilomma enigmatica","EN","sim"
"Fauna","Invertebrados terrestres","Gnaphosidae","Araneae","Tricongius ybyguara","VU","sim"
"Fauna","Invertebrados terrestres","Ochyroceratidae","Araneae","Ochyrocera ibitipoca","EN","sim"
"Fauna","Invertebrados terrestres","Ochyroceratidae","Araneae","Speocera eleonorae","EN","sim"
"Fauna","Invertebrados terrestres","Pholcidae","Araneae","Metagonia diamantina","CR","sim"
"Fauna","Invertebrados terrestres","Pholcidae","Araneae","Metagonia potiguar","CR","sim"
"Fauna","Invertebrados terrestres","Salticidae","Araneae","Matagaia chromatopus","VU","sim"
"Fauna","Invertebrados terrestres","Salticidae","Araneae","Neonella noronha","VU","sim"
"Fauna","Invertebrados terrestres","Segestriidae","Araneae","Ariadna aurea","VU","nao"
"Fauna","Invertebrados terrestres","Sicariidae","Araneae","Loxosceles troglobia","VU","nao"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Dolichothele diamantinensis","EN","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Pterinopelma sazimai","VU","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Tmesiphantes hypogeus","CR","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Typhochlaena curumim","CR","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Typhochlaena seladonia","EN","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Ybyrapora diversipes","EN","sim"
"Fauna","Invertebrados terrestres","Theraphosidae","Araneae","Ybyrapora gamba","CR","sim"
"Fauna","Invertebrados terrestres","Blattellidae","Blattodea","Litoblatta camargoi","EN","nao"
"Fauna","Invertebrados terrestres","Ampullariidae","Caenogastropoda","Pomacea sordida","EN","sim"
"Fauna","Invertebrados terrestres","Hydrobiidae","Caenogastropoda","Potamolithus karsticus","CR","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium amazonicus","CR","nao"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium caatinga","EN","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium cessaima","EN","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium formoso","CR","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium pains","EN","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium ricardoi","CR","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium spinifemur","CR","nao"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium tapiaguassu","EN","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Coarazuphium tessai","CR","sim"
"Fauna","Invertebrados terrestres","Carabidae","Coleoptera","Schizogenius ocellatus","EN","sim"
"Fauna","Invertebrados terrestres","Ciidae","Coleoptera","Ceracis cassumbensis","EN","sim"
"Fauna","Invertebrados terrestres","Lampyridae","Coleoptera","Amydetes bellorum","EN","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus campoi","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus dulceae","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus godinhorum","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus koikei","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus rotundatus","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus ruficollis","VU","sim"
"Fauna","Invertebrados terrestres","Lucanidae","Coleoptera","Altitatiayus trifurcatus","VU","sim"
"Fauna","Invertebrados terrestres","Lycidae","Coleoptera","Cartagonum apiuba","CR","sim"
"Fauna","Invertebrados terrestres","Lycidae","Coleoptera","Lycomorphon brasiliense","CR","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Ateuchus squalidus","VU","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Canthon corpulentus","VU","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Canthon quadripunctatus","VU","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Dichotomius eucranioides","EN","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Dichotomius mysticus","EN","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Dichotomius schiffleri","EN","sim"
"Fauna","Invertebrados terrestres","Scarabaeidae","Coleoptera","Pedaridium hirsutum","VU","sim"
"Fauna","Invertebrados terrestres","Staphylinidae","Coleoptera","Metopiellus painensis","EN","nao"
"Fauna","Invertebrados terrestres","Vesperidae","Coleoptera","Hypocephalus armatus","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Collembola","Arrhopalites amorimi","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Collembola","Arrhopalites glabrofasciatus","EN","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Collembola","Pseudosinella ambigua","VU","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Collembola","Pseudosinella guanhaensis","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Collembola","Archisotoma arariboia","CR","nao"
"Fauna","Invertebrados terrestres","Paronellidae","Collembola","Troglobius brasiliensis","CR","sim"
"Fauna","Invertebrados terrestres","Paronellidae","Collembola","Troglobius ferroicus","CR","sim"
"Fauna","Invertebrados terrestres","Paronellidae","Collembola","Trogolaphysa aelleni","CR","sim"
"Fauna","Invertebrados terrestres","Sminthuridae","Collembola","Pararrhopalites papaveroi","EN","sim"
"Fauna","Invertebrados terrestres","Sminthuridae","Collembola","Pararrhopalites sideroicus","CR","nao"
"Fauna","Invertebrados terrestres","Sminthuridae","Collembola","Pararrhopalites ubiquum","VU","nao"
"Fauna","Invertebrados terrestres","Sminthuridae","Collembola","Pararrhopalites wallacei","CR","sim"
"Fauna","Invertebrados terrestres","Campodeidae","Diplura","Oncinocampa trajanoae","CR","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Entomobryomorpha","Seira arenicola","EN","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Entomobryomorpha","Seira mataraquensis","EN","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Entomobryomorpha","Seira musarum","VU","nao"
"Fauna","Invertebrados terrestres","Entomobryidae","Entomobryomorpha","Seira pseudoannulata","EN","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Archisotoma catiae","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Arlea arenicola","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Arlea psammophila","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Isotomiella uai","VU","sim"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Isotomodes cariocus","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Isotomurus riparius","CR","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Paracerura gandarela","VU","nao"
"Fauna","Invertebrados terrestres","Isotomidae","Entomobryomorpha","Psammisotoma restingae","CR","nao"
"Fauna","Invertebrados terrestres","Peripatidae","Euonychophora","Epiperipatus adenocryptus","CR","sim"
"Fauna","Invertebrados terrestres","Peripatidae","Euonychophora","Epiperipatus diadenoproctus","VU","sim"
"Fauna","Invertebrados terrestres","Peripatidae","Euonychophora","Epiperipatus ohausi","EN","sim"
"Fauna","Invertebrados terrestres","Peripatidae","Euonychophora","Epiperipatus paurognostus","CR","sim"
"Fauna","Invertebrados terrestres","Glomerodesmidae","Glomeridesmida","Glomeridesmus spelaeus","EN","sim"
"Fauna","Invertebrados terrestres","Veronicellidae","Gymnomorpha","Phyllocaulis renschi","CR","sim"
"Fauna","Invertebrados terrestres","Glossoscolecidae","Haplotaxida","Fimoscolex sporadochaetus","EN","sim"
"Fauna","Invertebrados terrestres","Cixiidae","Hemiptera","Ferricixius davidi","CR","nao"
"Fauna","Invertebrados terrestres","Kinnaridae","Hemiptera","Iuiuia caeca","VU","nao"
"Fauna","Invertebrados terrestres","Kinnaridae","Hemiptera","Kinnapotiguara troglobia","VU","nao"
"Fauna","Invertebrados terrestres","Andrenidae","Hymenoptera","Arhysosage cactorum","VU","sim"
"Fauna","Invertebrados terrestres","Apidae","Hymenoptera","Melipona capixaba","EN","sim"
"Fauna","Invertebrados terrestres","Apidae","Hymenoptera","Melipona rufiventris","EN","sim"
"Fauna","Invertebrados terrestres","Apidae","Hymenoptera","Melipona scutellaris","EN","sim"
"Fauna","Invertebrados terrestres","Apidae","Hymenoptera","Partamona littoralis","EN","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Atta robusta","VU","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Brachymyrmex micromegas","VU","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Diaphoromyrma sofiae","EN","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Dinoponera lucida","EN","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Fulakora cleae","CR","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Gnamptogenys wilsoni","EN","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Monomorium delabiei","VU","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Mycetagroicus urbanus","CR","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Mycetomoellerius atlanticus","VU","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Mycetophylax simplex","VU","sim"
"Fauna","Invertebrados terrestres","Formicidae","Hymenoptera","Rhopalothrix plaumanni","EN","sim"
"Fauna","Invertebrados terrestres","Pudeoniscidae","Isopoda","Iansaoniscus georginae","CR","nao"
"Fauna","Invertebrados terrestres","Pudeoniscidae","Isopoda","Iansaoniscus iraquara","CR","nao"
"Fauna","Invertebrados terrestres","Scleropactidae","Isopoda","Amazoniscus leistikowi","CR","nao"
"Fauna","Invertebrados terrestres","Scleropactidae","Isopoda","Circoniscus buckupi","CR","nao"
"Fauna","Invertebrados terrestres","Scleropactidae","Isopoda","Circoniscus carajasensis","EN","nao"
"Fauna","Invertebrados terrestres","Styloniscidae","Isopoda","Iuiuniscus iuiuensis","VU","nao"
"Fauna","Invertebrados terrestres","Styloniscidae","Isopoda","Spelunconiscus castroi","CR","nao"
"Fauna","Invertebrados terrestres","Styloniscidae","Isopoda","Xangoniscus aganju","EN","nao"
"Fauna","Invertebrados terrestres","Styloniscidae","Isopoda","Xangoniscus itacarambiensis","CR","nao"
"Fauna","Invertebrados terrestres","Styloniscidae","Isopoda","Xangoniscus odara","EN","nao"
"Fauna","Invertebrados terrestres","Crambidae","Lepidoptera","Parapoynx restingalis","VU","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Drephalys miersi","EN","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Drephalys mourei","CR","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Olafia roscius iphimedia","VU","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Parelbella polyzona","EN","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Pseudocroniades machaon seabrai","CR","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Turmosa camposa","EN","sim"
"Fauna","Invertebrados terrestres","Hesperiidae","Lepidoptera","Zonia zonia diabo","EN","sim"
"Fauna","Invertebrados terrestres","Lycaenidae","Lepidoptera","Arawacus aethesa","EN","sim"
"Fauna","Invertebrados terrestres","Lycaenidae","Lepidoptera","Magnastigma julia","EN","sim"
"Fauna","Invertebrados terrestres","Lycaenidae","Lepidoptera","Strymon ohausi","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Actinote quadra","VU","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Actinote zikani","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Adelpha atlantica","EN","nao"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Dasyophthalma geraensis","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Dasyophthalma rusina delanira","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Dasyophthalma vertebralis","CR (PEX)","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Doxocopa zalmunna","CR (PEX)","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Episcada vitrea","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Eresia erysice erysice","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Euptychia boulleti","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Forsterinaria itatiaia","VU","nao"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Hamadryas velutina browni","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Heliconius nattereri","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Hyalyris fiammetta","CR (PEX)","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Mcclungia cymo fallens","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Melinaea mnasias thera","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Morpho epistrophus nikolajewna","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Morpho menelaus eberti","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Napeogenes rhezia rhezia","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Orobrassolis ornamentalis","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Pampasatyrus glaucope boenninghauseni","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Pampasatyrus glaucope eberti","VU","nao"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Pampasatyrus glaucope glaucope","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Pampasatyrus gyrtone","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Pampasatyrus reticulata gagarini","EN","nao"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Paulogramma hydarnis","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Polygrapha suprema","EN","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Praepedaliodes sequeirae","CR","nao"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Prepona deiphile","VU","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Scada karschina delicata","CR","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Tithorea harmonia caissara","VU","sim"
"Fauna","Invertebrados terrestres","Nymphalidae","Lepidoptera","Yphthimoides iserhardi","EN","nao"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Heraclides himeros baia","EN","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Heraclides himeros himeros","EN","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Mimoides lysithous harrisianus","CR","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Mimoides lysithous sebastianus","VU","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides ascanius","EN","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides bunichus chamissonia","CR","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides burchellanus","CR","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides klagesi","CR","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides panthonus castilhoi","CR","sim"
"Fauna","Invertebrados terrestres","Papilionidae","Lepidoptera","Parides tros danunciae","EN","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Charonias theano","EN","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Cunizza hirlanda fulvinota","VU","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Cunizza hirlanda planasia","VU","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Glennia pylotis","EN","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Moschoneura pinthous methymna","VU","sim"
"Fauna","Invertebrados terrestres","Pieridae","Lepidoptera","Perrhybris pamela flava","EN","sim"
"Fauna","Invertebrados terrestres","Riodinidae","Lepidoptera","Joiceya praeclarus","CR","sim"
"Fauna","Invertebrados terrestres","Riodinidae","Lepidoptera","Panara ovifera","VU","sim"
"Fauna","Invertebrados terrestres","Riodinidae","Lepidoptera","Petrocerus catiena","EN","sim"
"Fauna","Invertebrados terrestres","Riodinidae","Lepidoptera","Rhetus belphegor","CR","sim"
"Fauna","Invertebrados terrestres","Riodinidae","Lepidoptera","Voltinia sanarita","EN","sim"
"Fauna","Invertebrados terrestres","Saturniidae","Lepidoptera","Dirphia monticola","VU","sim"
"Fauna","Invertebrados terrestres","Sphingidae","Lepidoptera","Nyceryx mielkei","CR","sim"
"Fauna","Invertebrados terrestres","Cryptogeobiidae","Opiliones","Spinopilar moria","CR","sim"
"Fauna","Invertebrados terrestres","Escadabiidae","Opiliones","Spaeleoleptes spaeleus","EN","sim"
"Fauna","Invertebrados terrestres","Gerdesiidae","Opiliones","Gonycranaus pluto","VU","nao"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Discocyrtus pedrosoi","VU","nao"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Eusarcus elinae","EN","sim"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Giupponia chagasi","EN","sim"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Iandumoema setimapocu","VU","sim"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Iandumoema smeagol","EN","nao"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Iandumoema uai","CR","sim"
"Fauna","Invertebrados terrestres","Gonyleptidae","Opiliones","Pachylospeleus strinatii","CR","sim"
"Fauna","Invertebrados terrestres","Kimulidae","Opiliones","Relictopiolus galadriel","CR","nao"
"Fauna","Invertebrados terrestres","Phalangopsidae","Orthoptera","Endecous apterus","EN","nao"
"Fauna","Invertebrados terrestres","Phalangopsidae","Orthoptera","Endecous peruassuensis","EN","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia cavatica","CR","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia eywa","EN","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia jequitinhonha","CR","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia maquinensis","VU","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia navi","CR","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia neytiri","EN","nao"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia potiguar","VU","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia sagarana","CR","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia spelunca","CR","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Eukoenenia virgemdalapa","CR","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Leptokoenenia pelada","CR","sim"
"Fauna","Invertebrados terrestres","Eukoeneniidae","Palpigradi","Leptokoenenia thalassophobica","EN","sim"
"Fauna","Invertebrados terrestres","Brachystomellidae","Poduromorpha","Maricaella duna","CR","nao"
"Fauna","Invertebrados terrestres","Hypogastruridae","Poduromorpha","Acherontides eleonorae","VU","sim"
"Fauna","Invertebrados terrestres","Neanuridae","Poduromorpha","Aethiopella littoralis","CR","nao"
"Fauna","Invertebrados terrestres","Neanuridae","Poduromorpha","Arlesia intermedia","CR","nao"
"Fauna","Invertebrados terrestres","Neanuridae","Poduromorpha","Hyleanura mendoncae","VU","nao"
"Fauna","Invertebrados terrestres","Neanuridae","Poduromorpha","Micranurida fluminensis","CR","nao"
"Fauna","Invertebrados terrestres","Onychiuridae","Poduromorpha","Agraphorura mariapetrae","CR","nao"
"Fauna","Invertebrados terrestres","Tullbergiidae","Poduromorpha","Mesaphorura maricaensis","CR","nao"
"Fauna","Invertebrados terrestres","Chelodesmidae","Polydesmida","Dioplosternus salvatrix","VU","sim"
"Fauna","Invertebrados terrestres","Chelodesmidae","Polydesmida","Leodesmus yporangae","EN","sim"
"Fauna","Invertebrados terrestres","Chelodesmidae","Polydesmida","Odontopeltis giganteus","VU","sim"
"Fauna","Invertebrados terrestres","Chelodesmidae","Polydesmida","Sandalodesmus stramineus","VU","sim"
"Fauna","Invertebrados terrestres","Cryptodesmidae","Polydesmida","Peridontodesmella alba","VU","sim"
"Fauna","Invertebrados terrestres","Dobrodesmidae","Polydesmida","Dobrodesmus mirabilis","CR","nao"
"Fauna","Invertebrados terrestres","Bochicidae","Pseudoscorpiones","Spelaeobochica allodentatus","EN","sim"
"Fauna","Invertebrados terrestres","Bochicidae","Pseudoscorpiones","Spelaeobochica iuiu","EN","sim"
"Fauna","Invertebrados terrestres","Bochicidae","Pseudoscorpiones","Spelaeobochica muchmorei","CR","sim"
"Fauna","Invertebrados terrestres","Chernetidae","Pseudoscorpiones","Maxchernes iporangae","CR","sim"
"Fauna","Invertebrados terrestres","Chernetidae","Pseudoscorpiones","Spelaeochernes gracilipalpus","EN","sim"
"Fauna","Invertebrados terrestres","Chthoniidae","Pseudoscorpiones","Pseudochthonius biseriatus","EN","sim"
"Fauna","Invertebrados terrestres","Ideoroncidae","Pseudoscorpiones","Ideoroncus cavicola","EN","sim"
"Fauna","Invertebrados terrestres","Olpiidae","Pseudoscorpiones","Progarypus nigrimanus","CR","sim"
"Fauna","Invertebrados terrestres","Bulimulidae","Pulmonata","Thaumastus lundi","CR","sim"
"Fauna","Invertebrados terrestres","Lymnaeidae","Pulmonata","Lymnaea rupestris","VU","sim"
"Fauna","Invertebrados terrestres","Odontostomidae","Pulmonata","Macrodontes dautzenbergianus","VU","sim"
"Fauna","Invertebrados terrestres","Physidae","Pulmonata","Physa marmorata","VU","sim"
"Fauna","Invertebrados terrestres","Planorbidae","Pulmonata","Plesiophysa dolichomastix","CR","sim"
"Fauna","Invertebrados terrestres","Succineidae","Pulmonata","Succinea lopesi","EN","sim"
"Fauna","Invertebrados terrestres","Hubbardiidae","Schizomida","Rowlandius ubajara","CR","sim"
"Fauna","Invertebrados terrestres","Cryptopidae","Scolopendromorpha","Cryptops iporangensis","EN","sim"
"Fauna","Invertebrados terrestres","Cryptopidae","Scolopendromorpha","Cryptops spelaeoraptor","CR","sim"
"Fauna","Invertebrados terrestres","Scolopendridae","Scolopendromorpha","Scolopendropsis duplicata","CR","sim"
"Fauna","Invertebrados terrestres","Scolopocryptopidae","Scolopendromorpha","Newportia potiguar","VU","nao"
"Fauna","Invertebrados terrestres","Scolopocryptopidae","Scolopendromorpha","Newportia spelaea","CR","nao"
"Fauna","Invertebrados terrestres","Scolopocryptopidae","Scolopendromorpha","Scolopocryptops troglocaudatus","EN","nao"
"Fauna","Invertebrados terrestres","Buthidae","Scorpiones","Ananteris infuscata","EN","sim"
"Fauna","Invertebrados terrestres","Buthidae","Scorpiones","Troglorhopalurus translucidus","EN","sim"
"Fauna","Invertebrados terrestres","Chactidae","Scorpiones","Hadrurochactas araripe","CR","sim"
"Fauna","Invertebrados terrestres","Chactidae","Scorpiones","Hadrurochactas brejo","CR","sim"
"Fauna","Invertebrados terrestres","Pseudonannolenidae","Spirostreptida","Pseudonannolene lundi","CR","nao"
"Fauna","Invertebrados terrestres","Spirostreptidae","Spirostreptida","Pseudonannolene ambuatinga","EN","sim"
"Fauna","Invertebrados terrestres","Spirostreptidae","Spirostreptida","Pseudonannolene imbirensis","EN","sim"
"Fauna","Invertebrados terrestres","Spirostreptidae","Spirostreptida","Pseudonannolene spelaea","CR","sim"
"Fauna","Invertebrados terrestres","Spirostreptidae","Spirostreptida","Pseudonannolene tocaiensis","CR","sim"
"Fauna","Invertebrados terrestres","Metaniidae","Spongillida","Corvomeyenia epilithosa","VU","sim"
"Fauna","Invertebrados terrestres","Bulimulidae","Stylommatophora","Tomigerus gibberulus","EN","sim"
"Fauna","Invertebrados terrestres","Megalobulimidae","Stylommatophora","Megalobulimus cardosoi","CR","sim"
"Fauna","Invertebrados terrestres","Strophocheilidae","Stylommatophora","Gonyostomus insularis","EN","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites alambariensis","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites botuveraensis","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites gnaspinii","CR","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites heteroculatus","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites lawrencei","VU","sim"
"Fauna","Invertebrados terrestres","Arrhopalitidae","Symphypleona","Arrhopalites paranaensis","CR","sim"
"Fauna","Invertebrados terrestres","Hyriidae","Unionoida","Diplodon koseritzi","EN","sim"
"Fauna","Invertebrados terrestres","Mycetopodidae","Unionoida","Mycetopoda legumen","EN","sim"
